분류,단원,단어,뜻
표제어,Day 24,intermediate,"중급의; 중간의, 중간에 있는; 중급자"
표제어,Day 24,mediate,"조정하다, 중재하다"
파생어,Day 24,mediator,"조정자, 중재인"
표제어,Day 24,medi(a)eval,"중세의, 중세적인"
표제어,Day 24,Mediterranean,"((the ~)) 지중해; 지중해의, 지중해 연안의"
표제어,Day 24,minister,"장관; 성직자, 목사"
파생어,Day 24,ministry,(내각의) 부(部); 성직(자)
표제어,Day 24,minor,"작은, 덜 중요한; 미성년자; 부전공"
표제어,Day 25,admit,인정[시인]하다; 입장[입학]을 허가하다
파생어,Day 25,admission,"입장[입학]; 시인, 인정; 입장료"
표제어,Day 25,commission,위원회; 수수료; 위임(장); 의뢰하다; 위임하다
표제어,Day 25,commitment,"약속, 공약; 전념, 헌신; 의무, 책임"
파생어,Day 25,commit,"(죄 등을) 범하다; 약속하다, 서약하다"
표제어,Day 25,dimension,치수; 측면; [수학·물리] 차원
파생어,Day 25,dimensional,치수의; [수학] ~차원의
표제어,Day 25,thermometer,"온도계, 체온계"
표제어,Day 25,mortal,"죽을 운명의; 치명적인; 인간성, 인류"
파생어,Day 25,mortality,사망률; 죽을 운명
파생어,Day 25,mortally,"죽을 정도로, 치명적으로"
표제어,Day 25,mortgage,저당; 융자; 저당 잡히다
표제어,Day 25,murder,"살인(죄), 살해; 죽이다"
파생어,Day 25,murderer,살인자
표제어,Day 25,motivate,"동기를 부여하다, 자극하다"
파생어,Day 25,motivation,"동기 부여, 자극"
표제어,Day 25,remote,멀리 떨어진; (가능성이) 희박한; 원격 조작의
표제어,Day 25,mobility,"이동성, 기동성"
파생어,Day 25,mobile,"움직이기 쉬운, 기동성의"
표제어,Day 25,mob,"떼, 무리, 폭도"
표제어,Day 25,commodity,"상품, 판매상품"
표제어,Day 25,modify,"변경하다, 수정하다; [문법] 수식하다"
파생어,Day 25,modification,"변경, 수정"
표제어,Day 25,commute,"통근하다; 통근 (거리), 통학 (거리)"
파생어,Day 25,commuter,통근자
표제어,Day 25,mutual,"상호 간의, 공통의"
파생어,Day 25,mutually,"서로, 공통으로"
표제어,Day 25,notion,"개념, 관념, 생각"
표제어,Day 25,notify,"통보하다, 알리다"
파생어,Day 25,notification,"통지, 공고"
표제어,Day 25,notable,"주목할 만한, 유명한, 뛰어난"
표제어,Day 25,announce,"알리다, 발표하다"
파생어,Day 25,announcement,발표; (신문의) 공고
표제어,Day 25,pronounce,"발음하다; 선언하다, 선고하다"
파생어,Day 25,pronunciation,발음
표제어,Day 25,monotonous,"단조로운, 지루한"
파생어,Day 25,monotony,단조로움
표제어,Day 25,monolog(ue),(혼자서 하는) 긴 이야기; 독백
표제어,Day 25,monopoly,독점(권); 독점 회사
파생어,Day 25,monopolistic,"독점적인, 전매의"
파생어,Day 25,monopolize,독점하다
표제어,Day 25,aspire,"열망하다, 바라다"
파생어,Day 25,aspiration,"열망, 포부"
표제어,Day 25,contemporary,현대의; 동시대의; 동시대 사람
표제어,Day 25,abound,"많이 있다, 풍부하다"
파생어,Day 25,abundant,"풍부한, 많은"
파생어,Day 25,abundance,"풍부, 다량, 다수"
표제어,Day 25,devise,"고안하다, 궁리하다"
파생어,Day 25,device,장치; 방법; 방책
표제어,Day 25,thrust,"(세게) 밀다; 찌르다; (세게) 밀침; 요점, 취지"
표제어,Day 25,threat,"위협, 협박; (나쁜 일의) 징조, 조짐"
파생어,Day 25,threaten,"위협하다, 협박하다"
표제어,Day 26,nourish,"영양분을 주다; 기르다, 육성하다"
파생어,Day 26,nourishment,영양(물); 육성
파생어,Day 26,nourishing,영양분이 많은
표제어,Day 26,nutrition,"영양, 영양 섭취"
파생어,Day 26,nutrient,"영양소, 영양분"
파생어,Day 26,nutritious,영양분이 많은
표제어,Day 26,peer,"(지위·능력 등이) 동등한 사람, 또래; 자세히 들여다보다"
표제어,Day 26,transparent,"투명한; 명백한, 이해하기 쉬운"
파생어,Day 26,transparency,"투명(성), 투명도"
표제어,Day 26,orient,((the O~)) 동양; 향하게 하다; 적응시키다
파생어,Day 26,oriental,동양의
파생어,Day 26,orientation,"관심, 지향; (신입 대상) 예비 교육"
표제어,Day 26,origin,"기원, 유래; 출신"
파생어,Day 26,original,"원래의, 최초의; 독창적인; 원본"
파생어,Day 26,originate,"(~에서) 일어나다, 비롯되다"
표제어,Day 26,partial,"부분적인, 불완전한; 편애하는, 편파적인"
파생어,Day 26,partially,"부분적으로, 불완전하게"
표제어,Day 26,proportion,"비율, 부분; 균형, 조화"
파생어,Day 26,in proportion to[as],~에 비례하여
표제어,Day 26,portion,부분; 1인분; 몫
표제어,Day 26,particle,"작은 조각, 소량, 입자; [물리] 소립자"
표제어,Day 26,patriot,애국자
파생어,Day 26,patriotism,애국심
파생어,Day 26,patriotic,"애국의, 애국적인"
표제어,Day 26,patron,후원자; 고객
표제어,Day 26,appetite,"식욕; 욕구, 욕망"
표제어,Day 26,competent,"유능한, 역량 있는"
파생어,Day 26,competence,"능력, 역량"
표제어,Day 26,expedition,"원정, 탐험(대)"
표제어,Day 26,pedestrian,보행자; 보행자(용)의
표제어,Day 26,vague,"막연한, 애매한; 희미한, 분명치 않은"
파생어,Day 26,vaguely,"애매하게, 희미하게"
표제어,Day 26,expel,"내쫓다, 추방하다"
표제어,Day 26,impulse,"충동, 욕구; 추진(력)"
파생어,Day 26,impulsive,충동적인
파생어,Day 26,on impulse,충동적으로
표제어,Day 26,dispel,"(느낌·믿음 등을) 떨쳐 버리다, 없애다"
표제어,Day 26,emphasize,강조하다
파생어,Day 26,emphasis,강조; 강세
표제어,Day 26,fancy,"상상, 공상; 화려한, 장식적인; 고급의, 비싼"
표제어,Day 26,phenomenon,"현상, 사건"
파생어,Day 26,phenomenal,경이로운
표제어,Day 26,diplomatic,외교의; 외교에 능한
표제어,Day 26,imply,"내포하다, 함축하다; 암시하다"
파생어,Day 26,implication,"(행동·결정의) 영향; 함축, 암시"
표제어,Day 26,determine,결정하다; 결심하다
파생어,Day 26,determined,단호한; (~하기로) 결심한
파생어,Day 26,determination,결심; 결정
표제어,Day 26,terminate,"끝나다, 종결시키다"
파생어,Day 26,terminal,최종적인; (병이) 말기의; (공항·버스 등의) 터미널
파생어,Day 26,termination,"종료, 종결"
표제어,Day 26,distort,왜곡하다; (형체·소리 등을) 비틀다
파생어,Day 26,distortion,왜곡(된 사실); 비틀림
표제어,Day 26,torment,"고통, 고뇌; 고통을 주다; 괴롭히다"
표제어,Day 26,torture,고문; 심한 고통; 고문하다; 몹시 괴롭히다
표제어,Day 27,component,"구성 요소, 성분, 부품; 구성하는"
표제어,Day 27,compound,"혼합[합성]물, 합성어; 합성의; 혼합[합성]하다; 악화시키다"
표제어,Day 27,impose,"(세금·벌·의무 등을) 지우다, 부과하다; 강요하다"
파생어,Day 27,imposing,인상적인
표제어,Day 27,opponent,상대; 반대자
파생어,Day 27,oppose,반대하다
표제어,Day 27,suppose,"추측하다, 생각하다; 가정하다, 상상하다"
파생어,Day 27,be supposed to-v,~하기로 되어 있다
표제어,Day 27,metropolis,"주요 도시, 대도시"
파생어,Day 27,metropolitan,"주요 도시의, 대도시의"
표제어,Day 27,portable,"휴대용의, 가지고 다닐 수 있는"
표제어,Day 27,depress,"낙담시키다, 우울하게 하다; 불경기로 만들다"
파생어,Day 27,depressed,"낙담한, 우울한; 불경기의, 불황의"
파생어,Day 27,depression,"우울(증); 불황, 불경기"
표제어,Day 27,impress,"감동시키다, 깊은 인상을 주다; (도장 등을) 찍다"
파생어,Day 27,impression,"감명, 인상"
파생어,Day 27,impressive,"감명 깊은, 인상적인"
표제어,Day 27,oppress,"억압하다, 탄압하다"
파생어,Day 27,oppressive,"가혹한, 억압적인"
파생어,Day 27,oppression,"억압, 탄압"
표제어,Day 27,probe,"(엄밀히) 조사하다, 검사하다; (엄밀한) 조사"
표제어,Day 27,prove,"증명하다, 입증하다; (~으로) 판명되다"
파생어,Day 27,proof,증거
표제어,Day 27,probable,"있음 직한, 그럴듯한"
파생어,Day 27,probably,아마(도)
파생어,Day 27,probability,있음 직함; 확률
표제어,Day 27,primitive,"원시의, 원시적인"
표제어,Day 27,prior,"이전의, 먼저의; (~에) 우선하는"
파생어,Day 27,prior to,"~에 앞서, 먼저"
파생어,Day 27,priority,우선(권)
표제어,Day 27,deprive,"빼앗다, 박탈하다"
파생어,Day 27,deprive A of B,A에게서 B를 빼앗다
파생어,Day 27,deprivation,"박탈, 결핍"
표제어,Day 27,private,"사적인, 개인적인, 사유의; 비밀의"
파생어,Day 27,privacy,"사생활, 프라이버시"
파생어,Day 27,privately,은밀하게; 개인적으로
표제어,Day 27,dispute,"논쟁, 분쟁; 논쟁하다, 반박하다"
표제어,Day 27,reputation,"평판, 명성"
파생어,Day 27,reputable,평판이 좋은
표제어,Day 27,implement,"도구, 연장; (정책·계획 등을) 실행[이행]하다"
표제어,Day 27,terrify,"겁나게 하다, 무섭게 하다"
표제어,Day 27,territory,"영토, 지역; 영역"
표제어,Day 27,tremble,"떨다, 떨리다; 흔들리다, 진동하다"
표제어,Day 27,tremendous,"엄청난, 막대한; 대단한"
표제어,Day 27,convict,유죄를 입증[선고]하다; 죄수
파생어,Day 27,conviction,유죄 판결; 확신
표제어,Day 27,convey,"(생각·감정 등을) 전하다, 전달하다; 나르다"
표제어,Day 27,previous,"이전의, 앞의, 사전의"
파생어,Day 27,previously,"이전에, 미리"
표제어,Day 27,via,"~을 경유해서; ~을 통해서, ~을 매개로 하여"
표제어,Day 27,voyage,"항해, 여행; 항해하다, 여행하다"
표제어,Day 27,voluntary,"자발적인; 자원봉사의, 무상으로 일하는"
파생어,Day 27,volunteer,자원봉사자; 지원자; 자진[자원]하여 하다
표제어,Day 28,inquire,"묻다, 알아보다; ((~ into)) 조사하다"
파생어,Day 28,inquiry,질문; 조사
표제어,Day 28,conquer,정복하다; 이기다; (어려움 등을) 극복하다
파생어,Day 28,conquest,정복; 점령지
표제어,Day 28,exquisite,"정교한, 매우 아름다운"
파생어,Day 28,exquisitely,"절묘하게, 정교하게"
표제어,Day 28,require,필요로 하다; (법·규칙·계약 등이) 요구하다
파생어,Day 28,requirement,필요(한 것); 요건
표제어,Day 28,consent,"동의, 승낙; 동의하다, 승낙하다"
파생어,Day 28,consensus,"의견 일치, 합의"
표제어,Day 28,resent,"분개하다, 불쾌하게 여기다"
파생어,Day 28,resentful,분개하는
파생어,Day 28,resentment,"분개, 분노"
표제어,Day 28,scent,"냄새, 향기; 냄새를 풍기다"
파생어,Day 28,scented,"향기로운, 좋은 냄새가 나는"
표제어,Day 28,sensation,"감각, 지각력; 느낌, 기분; 엄청난 관심, 대소동"
파생어,Day 28,sensational,세상을 놀라게 하는; 선정적인
표제어,Day 28,sense,"감각; 느낌; 분별력, 센스; 의미"
파생어,Day 28,sensory,감각의
파생어,Day 28,sensible,"분별 있는, 현명한"
파생어,Day 28,sensitive,"민감한, 예민한; 섬세한"
표제어,Day 28,consequence,"결과, 영향; 중요성"
파생어,Day 28,consequent,결과로 일어나는
파생어,Day 28,consequently,그 결과로
표제어,Day 28,sequence,"연속, 잇달아 일어남; 순서, 차례"
표제어,Day 28,subsequent,"다음의, 그 이후의"
파생어,Day 28,subsequently,"그 후에, 이어서"
파생어,Day 28,subsequent to,"~ 다음에, 뒤에"
표제어,Day 28,obsess,"((주로 수동태로)) 사로잡다, ~ 생각만 하게 하다"
파생어,Day 28,obsessive,"사로잡힌, 강박 관념의"
파생어,Day 28,obsession,"집착, 강박 관념"
표제어,Day 28,reside,"살다, 거주하다"
파생어,Day 28,residence,"주택, 거주(지)"
파생어,Day 28,resident,거주자; 거주하는
표제어,Day 28,session,"학년, 학기, 수업; (회의·의회·법정 등이) 진행 중인 시기"
파생어,Day 28,in session,"개회[개정, 회의] 중에"
표제어,Day 28,settle,"(분쟁 등을) 해결하다, 끝내다; 정착하다; 진정시키다"
파생어,Day 28,settle down,진정되다[시키다]; 정착하다
파생어,Day 28,settlement,합의; 정착지
표제어,Day 28,resemble,"~와 닮다, 비슷하다"
표제어,Day 28,simulation,"모의실험, 흉내, 시뮬레이션"
파생어,Day 28,simulate,"가장하다, 모의실험하다"
표제어,Day 28,assemble,"모으다, 모이다; 조립하다"
파생어,Day 28,assembly,"의회, 입법부; 집회; 조립"
표제어,Day 28,seemingly,"겉보기에는, 얼핏 보기에"
표제어,Day 28,rational,"이성적인; 합리적인, 분별 있는"
표제어,Day 28,scientific,"과학적인, 과학의"
표제어,Day 28,desert,"사막; 버리다, 떠나다"
표제어,Day 28,insert,"삽입하다, 넣다; (문서 등에) 덧붙이다"
파생어,Day 28,insertion,"삽입, 첨가물"
표제어,Day 28,intervene,"개입하다, 중재하다; (대화 등에) 끼어들다; (사건 등이) 사이에 일어나다"
파생어,Day 28,intervention,"중재, 개입"
표제어,Day 28,souvenir,"기념품, 기념 선물"
표제어,Day 28,supervise,"감독하다, 관리하다"
파생어,Day 28,supervisor,"감독관, 관리자"
파생어,Day 28,supervision,"감독, 관리"
표제어,Day 28,vision,"시력; 시야; 통찰력, 선견지명"
파생어,Day 28,visible,"(눈에) 보이는; 뚜렷한, 눈에 띄는"
파생어,Day 28,visual,"시각의, 눈으로 보는; 시각 자료"
표제어,Day 28,revive,소생[회복]시키다; 되살아나다
파생어,Day 28,revival,"소생, 회복"
표제어,Day 28,vital,"매우 중요한, 필수적인; 활기찬; 생명 유지에 필요한"
파생어,Day 28,vitality,"생명력, 활기"
표제어,Day 29,introvert,내성적인 사람
파생어,Day 29,introverted,"내성적인, 내향성의"
표제어,Day 29,extrovert,외향적인 사람
파생어,Day 29,extroverted,"외향적인, 외향성의"
표제어,Day 29,implicit,"내포된, 함축적인"
표제어,Day 29,explicit,"뚜렷한, 명백한"
표제어,Day 29,superior,"(~보다 더) 뛰어난, 나은, 우월한"
파생어,Day 29,superiority,"우수성, 탁월"
파생어,Day 29,superior to,~보다 나은
표제어,Day 29,inferior,"(~보다) 하위의, 열등한, 못한"
파생어,Day 29,inferiority,"열등, 하위"
파생어,Day 29,inferior to,~보다 못한
표제어,Day 29,relative,상대적인; 관련 있는; 친척
파생어,Day 29,relatively,"상대적으로, 비교적"
표제어,Day 29,absolute,절대적인; 완전한
파생어,Day 29,absolutely,"완전히, 전적으로"
표제어,Day 29,conceal,"숨기다, 감추다"
표제어,Day 29,reveal,"드러내다, 누설하다"
표제어,Day 29,active,적극적인; 활동적인
파생어,Day 29,activity,활동; 여가 활동
파생어,Day 29,action,"행동, 활동; 작동; 작용"
표제어,Day 29,passive,"소극적인, 수동적인"
표제어,Day 29,attach,"붙이다, 첨부하다"
파생어,Day 29,attachment,애착; 부착(물)
표제어,Day 29,detach,"분리하다, 떼어내다"
파생어,Day 29,detachment,"분리, 이탈; 파견(대)"
표제어,Day 29,majority,"대다수, 대부분"
표제어,Day 29,minority,소수(파); 소수 민족
표제어,Day 29,permanent,"영속하는, 영구적인"
파생어,Day 29,permanence,"영구, 영속성"
파생어,Day 29,permanently,"영구히, (영구)불변으로"
표제어,Day 29,temporary,"일시적인, 임시의"
파생어,Day 29,temporarily,"일시적으로, 임시로"
표제어,Day 29,ancestor,"조상, 선조"
표제어,Day 29,descendant,"자손, 후예"
표제어,Day 29,accelerate,"가속하다, 빨라지다; 촉진하다"
파생어,Day 29,acceleration,가속(도)
파생어,Day 29,accelerator,가속장치
표제어,Day 29,decelerate,"감속하다, 속도가 줄어들다"
파생어,Day 29,deceleration,감속(도)
표제어,Day 29,complexity,"복잡성, 복잡함"
표제어,Day 29,simplicity,"단순함, 간단함"
표제어,Day 29,mental,"정신의, 마음의"
